Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus
PRKME,2025-12-16,17.41,0,0,0,0,17.16,17.00,0.04,-0.13,1,57.82,28.14,-814374.00,16.04,16.80,17.56,9.06,0,12.54,34.20,0,100,0,0,0,0,ImpulseDown,3,Orta,2025-10-31 00:00,19.69,ImpulseUp,5,Başlangıç,2025-12-15 04:00,17.2,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-05 11:45,243,-,0,AL,50,2025-12-01 08:30,105,-,0,AL,50,2025-12-10 12:00,12,-,0,SAT,-50,2025-10-07 00:00,50,0,0,0,0,0,16.73,18.09,1.52,3.94,26851621,32.849056,0.53,"ATR Oranı düşük (2.61%) | ATR STOP: 16.73, TP: 18.09 | 1H:%1.52 | 1A:%3.94",3,3.91,0,0,0,0,0,-12.54,-34.20,-814374.00,0,-3.41,544143395.49,21307237.14,True,0.09,0.02,True,2.00,3.00,2.00,False,0.02,0.10,815627266.46,AKD pozitif (1g norm),-0.06,66.71,25.54,0.07,57.00,53.59
PSDTC,2025-12-16,146.90,0,0,0,0,149.86,145.95,-1.80,-2.76,1,49.80,12.23,-45814.00,135.07,143.10,151.13,11.22,0,106.03,20.55,0,100,0,0,0,0,ImpulseUp,4,Başlangıç,2025-11-07 00:00,196.80,ImpulseUp,5,Orta,2025-12-15 08:00,140.9,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 09:30,54,-,0,AL,50,2025-12-15 09:30,14,-,0,SAT,-50,2025-11-11 08:00,76,-,0,AL,50,2025-12-01 00:00,11,0,0,0,0,0,134.85,158.95,2.66,0.69,9473262,24.772345,5.06,"ATR Oranı düşük (5.47%) | ATR STOP: 134.85, TP: 158.95 | 1H:%2.66 | 1A:%0.69",2,8.20,0,0,0,0,0,-106.03,-20.55,-45814.00,0,-96.98,73745527.95,10004610.86,True,0.01,0.03,False,0.00,3.00,1.00,False,0.01,0.05,808828755.80,AKD nötr/negatif,-1.94,9.12,7.37,0.02,13.00,-83.98
PSGYO,2025-12-16,2.61,0,0,0,0,2.75,2.68,-0.08,-0.10,1,42.54,10.41,-318428883.00,2.52,2.64,2.77,9.23,0,90.51,30.40,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-15 00:00,2.83,ImpulseUp,5,Yükseliş Başlangıcı,2025-12-16 08:00,2.59,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 10:45,16,-,0,SAT,-50,2025-12-16 13:30,1,-,0,SAT,-50,2025-10-17 08:00,123,-,0,SAT,-50,2025-11-26 00:00,14,0,0,0,0,0,2.41,2.81,-0.38,-9.69,463964733,4.5,0.43,"ATR Oranı düşük (5.02%) | Gelişmiş Cup & Handle | ATR STOP: 2.41, TP: 2.81 | 1H:%-0.38 | 1A:%-9.69 | Volume Delta pozitif",2,7.66,0,1,1,0,0,-90.51,-30.40,-318428883.00,0,-88.52,5405589591.71,582906119.43,True,-0.03,-0.02,False,0.00,3.00,1.00,False,0.14,0.56,6155813607.75,AKD nötr/negatif,-2.97,87.81,9.27,-0.03,13.00,-75.52
QUAGR,2025-12-16,2.90,-100,0,3,0,3.35,3.88,-0.91,-1.04,1,18.01,47.46,-145975901.00,2.92,3.49,4.07,32.96,0,0.00,74.78,0,100,0,1,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-24 00:00,9.51,ImpulseDown,5,Düşüş Başlangıcı,2025-12-10 04:00,3.64,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-08 11:00,213,-,0,SAT,-50,2025-11-07 08:30,249,-,0,SAT,-50,2025-10-14 12:00,131,-,0,SAT,-50,2025-11-13 00:00,23,0,0,1,0,0,2.39,3.41,-12.91,-41.06,691546781,0,0.80,"ATR Oranı yüksek (11.83%) | Gelişmiş Bull Flag | ATR STOP: 2.39, TP: 3.41 | 1H:%-12.91 | 1A:%-41.06 | Confirmed SELL (alphaTrend teyidi)",3,17.59,0,0,1,0,0,-0.00,-74.78,-145975901.00,0,-2.85,-2314386748.84,803555857.14,False,-0.07,-0.04,False,-2.00,-3.00,-2.00,False,0.10,0.26,4213549446.50,AKD nötr/negatif,-4.92,-54.93,-2.88,-0.06,-30.00,-32.85
RALYH,2025-12-16,211.00,0,0,0,0,205.16,206.73,3.99,4.83,0,57.27,19.70,810558.00,197.18,209.26,221.35,11.55,1,316.93,2.85,100,0,0,0,0,0,ImpulseUp,3,Başlangıç,2025-11-12 00:00,177.00,ImpulseUp,2,Başlangıç,2025-11-27 04:00,218.3,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 09:45,53,-,0,AL,50,2025-12-15 11:30,12,-,0,AL,50,2025-09-11 08:00,201,-,0,-,0,,,0,0,0,0,0,197.24,224.76,1.10,8.15,382259089,44.51477,13.36,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %2.85) | ATR Oranı düşük (4.35%) | ATR STOP: 197.24, TP: 224.76 | 1H:%1.1 | 1A:%8.15",3,6.52,0,0,0,0,0,-316.93,-2.85,810558.00,0,-299.86,20501174755.57,243380233.00,True,-0.03,0.00,False,0.00,3.00,1.00,False,0.01,0.03,27942055222.00,AKD nötr/negatif,0.24,73.37,84.24,-0.02,24.00,-275.86
REEDR,2025-12-16,7.10,-100,0,3,0,7.44,7.74,-0.59,-0.67,1,27.04,30.55,-17971075.00,6.47,7.55,8.63,28.58,0,0.00,53.29,0,100,1,0,1,0,ImpulseDown,2,Başlangıç,2025-09-02 00:00,9.80,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-10 13:45,136,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-10-08 00:00,48,0,0,1,0,0,6.64,7.56,-2.47,-29.70,371344836,0,0.87,"ATR Oranı düşük (4.3%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 6.64, TP: 7.56 | 1H:%-2.47 | 1A:%-29.7 | Confirmed SELL (alphaTrend teyidi)",3,6.48,0,0,1,0,0,-0.00,-53.29,-17971075.00,0,2.18,4430206744.67,120732349.14,True,-0.01,0.01,False,0.00,3.00,1.00,False,0.03,0.08,4179310835.90,AKD nötr/negatif,-1.80,106.00,36.69,-0.00,14.00,16.18
RTALB,2025-12-16,3.67,0,0,0,0,3.79,3.76,-0.06,-0.06,1,44.03,16.26,-15913094.00,3.55,3.74,3.93,10.24,0,41.15,18.81,0,0,0,0,0,0,ImpulseDown,5,Orta,2025-12-04 00:00,4.02,ImpulseDown,2,Orta,2025-11-28 12:00,3.55,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-11 12:30,108,-,0,SAT,-50,2025-12-11 13:30,28,-,0,SAT,-50,2025-11-19 08:00,58,-,0,AL,50,2025-07-28 00:00,101,0,0,0,0,0,3.46,3.88,-1.87,-10.71,118801125,4.421687,0.78,"ATR Oranı düşük (3.82%) | ATR STOP: 3.46, TP: 3.88 | 1H:%-1.87 | 1A:%-10.71",0,5.72,0,0,0,0,0,-41.15,-18.81,-15913094.00,0,-43.92,-13364049.53,103482591.71,False,0.01,-0.02,False,0.00,0.00,0.00,False,0.04,0.16,1551666784.63,AKD nötr/negatif,-0.81,-0.86,-0.13,0.00,3.00,-40.92
RUBNS,2025-12-16,19.78,0,0,0,0,19.69,19.63,-0.02,-0.13,1,52.09,14.34,-467126.00,19.03,19.49,19.96,4.79,0,8.98,37.01,0,100,1,0,0,0,ImpulseDown,3,Orta,2025-11-04 00:00,21.30,ImpulseUp,2,Düşüş Başlangıcı,2025-12-10 04:00,19.76,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 14:30,34,-,0,AL,50,2025-12-01 10:30,103,-,0,AL,50,2025-12-16 04:00,2,-,0,SAT,-50,2025-10-02 00:00,53,0,0,0,0,0,19.10,20.46,1.64,2.28,9700322,0,0.44,"ATR Oranı düşük (2.29%) | Gelişmiş Cup & Handle | ATR STOP: 19.1, TP: 20.46 | 1H:%1.64 | 1A:%2.28",3,3.44,0,0,1,0,0,-8.98,-37.01,-467126.00,0,0.20,210270396.22,11421314.57,True,0.00,-0.03,False,0.00,3.00,1.00,False,0.01,0.06,690551190.86,AKD nötr/negatif,-1.30,30.45,18.41,-0.00,11.00,11.20
RUZYE,2025-12-16,12.90,0,0,0,0,13.74,13.21,-0.27,-0.27,1,45.05,16.01,-6328489.00,11.78,13.18,14.59,21.31,1,62.06,18.46,0,0,1,0,0,0,ImpulseUp,3,Yükseliş Başlangıcı,2025-11-19 00:00,14.11,ImpulseDown,5,Orta,2025-12-15 04:00,13.3,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,SAT,-50,SAT,-50,2025-12-16 14:45,0,-,0,SAT,-50,2025-11-19 14:30,171,-,0,SAT,-50,2025-11-26 12:00,42,-,0,-,0,,,0,0,0,0,0,11.70,14.10,0.55,-18.46,204580579,28.043476,2.41,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.19%) | Gelişmiş Cup & Handle | ATR STOP: 11.7, TP: 14.1 | 1H:%0.55 | 1A:%-18.46",2,9.30,0,0,1,0,0,-62.06,-18.46,-6328489.00,0,-56.25,-855842077.56,130536882.43,False,0.01,-0.01,False,0.00,-3.00,-1.00,False,0.03,0.12,2708792310.00,AKD nötr/negatif,-0.08,-31.59,-6.56,0.00,-12.00,-68.25
RYGYO,2025-12-16,20.76,0,0,0,0,21.31,21.15,0.07,0.04,1,46.66,12.87,-2165218.00,19.87,20.97,22.07,10.47,1,72.57,17.09,0,0,0,0,0,0,ImpulseUp,2,Orta,2025-10-02 00:00,23.72,ImpulseDown,2,Orta,2025-12-04 04:00,20.62,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 10:30,50,-,0,SAT,-50,2025-12-16 09:30,5,-,0,AL,50,2025-12-05 08:00,22,-,0,-,0,,,0,0,0,0,0,19.64,21.88,-2.08,-1.80,47074864,2.4195805,0.62,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.59%) | ATR STOP: 19.64, TP: 21.88 | 1H:%-2.08 | 1A:%-1.8",0,5.39,0,0,0,0,0,-72.57,-17.09,-2165218.00,0,-73.12,8247727241.52,46020556.57,True,0.09,0.05,True,2.00,3.00,2.00,False,0.00,0.01,12063631681.92,AKD pozitif (1g norm),-2.63,68.37,179.22,0.08,48.00,-25.12
RYSAS,2025-12-16,14.59,100,3,0,0,14.18,14.16,-0.14,-0.27,1,57.38,18.63,6790689.00,13.34,14.03,14.72,9.88,0,19.30,37.81,0,100,1,0,1,0,ImpulseUp,2,Başlangıç,2025-10-07 00:00,16.27,ImpulseUp,4,Düşüş Başlangıcı,2025-12-15 04:00,14.38,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 14:30,1,-,0,AL,50,2025-12-11 14:30,27,-,0,SAT,-50,2025-11-12 12:00,72,-,0,SAT,-50,2025-09-08 00:00,71,0,0,0,0,0,14.01,15.17,4.44,-1.62,49420865,0,1.42,"ATR Oranı düşük (2.66%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 14.01, TP: 15.17 | 1H:%4.44 | 1A:%-1.62 | Volume Delta pozitif",5,3.98,1,1,1,1,0,-19.30,-37.81,6790689.00,5,5.15,8326745228.99,56838263.71,True,0.04,0.02,False,0.00,3.00,1.00,False,0.01,0.03,9008076592.06,AKD nötr/negatif,3.48,92.44,146.50,0.03,22.00,27.15
SAFKR,2025-12-16,25.04,0,0,0,0,25.25,25.07,0.09,0.06,1,50.40,14.27,-4815783.00,23.44,25.10,26.75,13.21,1,155.29,7.19,0,0,1,0,0,0,ImpulseUp,5,Orta,2025-11-28 00:00,23.10,ImpulseUp,4,Orta,2025-12-11 08:00,26.68,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 13:30,5,-,0,AL,50,2025-12-15 13:30,10,-,0,AL,50,2025-10-20 04:00,121,-,0,-,0,,,0,0,0,0,0,23.25,26.83,-4.06,-5.86,112990362,48.15385,4.71,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.76%) | Gelişmiş Cup & Handle | ATR STOP: 23.25, TP: 26.83 | 1H:%-4.06 | 1A:%-5.86",1,7.15,0,0,1,0,0,-155.29,-7.19,-4815783.00,0,-150.90,2186924054.63,70954004.29,True,0.06,0.04,True,2.00,3.00,2.00,False,0.04,0.10,3346384562.24,AKD pozitif (1g norm),-1.80,65.35,30.82,0.05,39.00,-111.90
SAHOL,2025-12-16,85.65,0,0,0,0,82.97,83.75,1.60,1.41,1,57.88,22.60,-28822654.00,77.95,83.34,88.74,12.94,0,18.63,18.21,0,0,0,0,0,0,ImpulseDown,3,Başlangıç,2025-10-24 00:00,84.65,ImpulseUp,2,Orta,2025-12-10 04:00,87.2,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,SAT,-50,SAT,-50,-,0,SAT,-50,2025-12-16 08:45,24,-,0,AL,50,2025-11-21 14:30,153,-,0,AL,50,2025-11-26 08:00,43,-,0,SAT,-50,2025-10-06 00:00,51,0,1,0,0,0,82.08,89.22,0.47,12.25,2862393838,0,0.52,"ATR Oranı düşük (2.78%) | ATR STOP: 82.08, TP: 89.22 | 1H:%0.47 | 1A:%12.25 | Confirmed BUY (alphaTrend teyidi)",2,4.17,0,0,0,0,0,-18.63,-18.21,-28822654.00,0,-13.68,-25649367831.35,2409414358.14,False,-0.06,-0.04,False,-2.00,-3.00,-2.00,False,0.03,0.07,95672974384.20,AKD nötr/negatif,-1.83,-26.81,-10.65,-0.05,-3.00,-16.68
SAMAT,2025-12-16,6.65,0,0,0,0,6.31,6.29,0.03,-0.07,1,61.02,18.10,-4534307.00,5.76,6.19,6.61,13.88,0,32.44,24.42,0,100,0,0,0,0,ImpulseDown,3,Orta,2025-11-04 00:00,7.39,ImpulseUp,3,Başlangıç,2025-12-05 12:00,6.0,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 14:30,166,-,0,AL,50,2025-12-08 06:30,62,-,0,AL,50,2025-12-15 08:00,4,-,0,SAT,-50,2025-11-11 00:00,25,0,0,0,0,0,6.16,7.14,8.13,3.74,9696803,133.0,1.84,"ATR Oranı düşük (4.92%) | ATR STOP: 6.16, TP: 7.14 | 1H:%8.13 | 1A:%3.74 | Volume Delta pozitif",4,7.37,0,1,0,0,0,-32.44,-24.42,-4534307.00,0,-19.43,817587415.91,16085220.14,True,-0.08,-0.05,False,-2.00,3.00,0.00,False,0.05,0.17,663410876.10,AKD nötr/negatif,-3.34,123.24,50.83,-0.07,15.00,-4.43
SANKO,2025-12-16,20.82,0,0,0,0,21.26,21.29,-0.34,-0.35,1,40.23,22.14,-193569.00,20.36,21.14,21.92,7.37,0,14.02,25.00,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-04 00:00,24.40,ImpulseUp,4,Başlangıç,2025-12-04 04:00,23.5,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 10:30,50,-,0,SAT,-50,2025-12-09 06:30,53,-,0,SAT,-50,2025-11-05 04:00,89,-,0,SAT,-50,2025-11-14 00:00,22,0,0,0,0,0,19.84,21.80,-0.76,-5.45,12769774,7.382979,1.42,"ATR Oranı düşük (3.15%) | ATR STOP: 19.84, TP: 21.8 | 1H:%-0.76 | 1A:%-5.45",1,4.71,0,0,0,0,0,-14.02,-25.00,-193569.00,0,-10.08,-306010747.93,24889285.57,False,-0.02,-0.01,False,0.00,-3.00,-1.00,False,0.01,0.05,421666002.60,AKD nötr/negatif,-0.67,-72.57,-12.29,-0.02,-12.00,-22.08
SARKY,2025-12-16,16.60,50,4,0,0,16.01,15.83,0.41,0.27,1,64.02,21.63,-2899007.00,14.39,15.64,16.89,16.00,1,61.42,1.78,100,0,1,0,1,0,ImpulseUp,2,Düşüş Başlangıcı,2025-10-09 00:00,15.71,ImpulseUp,5,Başlangıç,2025-12-10 08:00,15.48,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-12 07:15,96,-,0,AL,50,2025-12-03 08:30,87,-,0,AL,50,2025-12-02 08:00,31,-,0,AL,50,2025-07-14 00:00,110,0,1,0,0,0,15.82,17.38,4.21,9.79,32068556,Infinity,1.44,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %1.78) | ATR Oranı düşük (3.15%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 15.82, TP: 17.38 | 1H:%4.21 | 1A:%9.79 | Confirmed BUY (alphaTrend teyidi)",8,4.70,2,0,1,0,0,-61.42,-1.78,-2899007.00,0,-27.37,4385493838.73,39041826.57,True,0.08,0.05,True,2.00,3.00,2.00,False,0.00,0.01,13585965307.00,AKD pozitif (1g norm),-1.54,32.28,112.33,0.07,55.00,27.63
SASA,2025-12-16,2.88,-100,0,3,0,2.98,2.93,-0.04,-0.05,1,42.56,7.15,-477541543.00,2.81,2.95,3.08,9.30,0,3.60,45.14,0,100,1,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-23 00:00,3.30,ImpulseDown,5,Orta,2025-12-15 04:00,2.93,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 07:45,28,-,0,SAT,-50,2025-12-03 10:30,85,-,0,SAT,-50,2025-09-29 08:00,165,-,0,SAT,-50,2025-10-03 00:00,52,0,0,0,0,0,2.76,3.00,0.00,-0.69,1713847924,13.714287,0.91,"ATR Oranı düşük (2.86%) | Gelişmiş Cup & Handle | ATR STOP: 2.76, TP: 3.0 | 1H:%0.0 | 1A:%-0.69",3,4.17,0,0,1,0,0,-3.60,-45.14,-477541543.00,0,-0.61,13712255815.52,2494118755.86,True,-0.02,-0.00,False,0.00,3.00,1.00,False,0.03,0.14,39735624038.40,AKD nötr/negatif,-1.37,34.51,5.50,-0.01,11.00,10.39
SAYAS,2025-12-16,41.44,-100,0,3,0,43.23,43.67,-2.09,-2.44,1,31.70,18.42,-923964.00,39.72,43.06,46.40,15.51,0,44.49,31.56,0,100,1,0,0,0,ImpulseUp,4,Başlangıç,2025-11-12 00:00,56.10,ImpulseDown,4,Orta,2025-12-11 12:00,41.0,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 13:30,38,-,0,SAT,-50,2025-12-15 09:30,14,-,0,SAT,-50,2025-11-13 08:00,70,-,0,SAT,-50,2025-11-18 00:00,20,0,0,0,0,0,38.85,44.03,-0.34,-15.26,34067764,43.166668,2.75,"ATR Oranı düşük (4.16%) | Gelişmiş Cup & Handle | ATR STOP: 38.85, TP: 44.03 | 1H:%-0.34 | 1A:%-15.26",2,6.25,0,0,1,0,0,-44.49,-31.56,-923964.00,0,-39.03,-78524703.03,39476876.29,False,0.04,-0.03,False,0.00,-3.00,-1.00,False,0.02,0.11,1749235526.08,AKD nötr/negatif,-1.15,-4.49,-1.99,0.02,-12.00,-51.03
SDTTR,2025-12-16,179.20,0,0,0,0,180.72,180.75,-0.11,-1.17,1,46.92,19.99,-404456.00,172.08,179.14,186.20,7.88,0,6.28,30.51,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-03 00:00,197.40,ImpulseDown,2,Yükseliş Başlangıcı,2025-12-05 08:00,175.7,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 10:00,52,-,0,AL,50,2025-12-08 06:30,62,-,0,AL,50,2025-12-10 04:00,14,-,0,SAT,-50,2025-10-10 00:00,47,0,0,0,0,0,171.73,186.67,-1.81,-1.06,80011580,0,4.51,"ATR Oranı düşük (2.78%) | ATR STOP: 171.73, TP: 186.67 | 1H:%-1.81 | 1A:%-1.06",1,4.17,0,0,0,0,0,-6.28,-30.51,-404456.00,0,-3.69,1500625457.00,79118728.86,True,-0.03,-0.01,False,0.00,3.00,1.00,False,0.03,0.09,2863846988.80,AKD nötr/negatif,-2.34,52.40,18.97,-0.02,16.00,12.31
SEGMN,2025-12-16,18.40,0,0,0,0,18.75,18.73,-0.46,-0.67,1,40.87,24.45,-1010682.00,17.81,18.42,19.02,6.56,0,2.45,31.45,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-11 00:00,19.36,ImpulseUp,2,Düşüş Başlangıcı,2025-12-04 04:00,18.33,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,AL,50,2025-12-10 09:30,41,-,0,SAT,-50,2025-09-30 04:00,163,-,0,SAT,-50,2025-10-03 00:00,51,0,0,0,0,0,17.58,19.22,-0.49,-4.02,33428854,15.726496,0.67,"ATR Oranı düşük (2.98%) | Gelişmiş Cup & Handle | ATR STOP: 17.58, TP: 19.22 | 1H:%-0.49 | 1A:%-4.02",2,4.46,0,0,1,0,0,-2.45,-31.45,-1010682.00,0,2.98,1414910382.80,19313988.71,True,0.02,0.01,False,0.00,3.00,1.00,False,0.02,0.09,828009420.80,AKD nötr/negatif,-1.23,170.88,73.26,0.02,16.00,18.98
SEGYO,2025-12-16,5.36,-50,0,4,0,5.71,5.59,-0.06,0.03,0,44.90,12.66,14683216.00,5.04,5.76,6.47,24.84,1,46.85,17.92,0,0,1,0,0,0,ImpulseDown,4,Başlangıç,2025-10-17 00:00,4.07,ImpulseDown,3,Düşüş Başlangıcı,2025-12-04 04:00,6.07,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 14:30,1,-,0,SAT,-50,2025-11-27 14:30,117,-,0,SAT,-50,2025-12-15 12:00,3,-,0,AL,50,2025-10-23 00:00,38,0,0,0,0,0,4.79,5.93,-0.56,-12.56,160129868,0,0.62,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (7.05%) | Gelişmiş Cup & Handle | ATR STOP: 4.79, TP: 5.93 | 1H:%-0.56 | 1A:%-12.56",3,10.63,0,0,1,0,0,-46.85,-17.92,14683216.00,0,-31.03,-69363620.03,71510529.71,False,0.00,0.01,False,0.00,-2.00,-1.00,False,0.07,0.16,1088208741.84,AKD nötr/negatif,0.75,-6.37,-0.97,0.00,-9.00,-40.03
SELVA,2025-12-16,2.91,100,3,0,0,2.47,2.32,0.15,-0.00,1,71.34,29.27,54401065.00,1.36,2.14,2.92,72.90,0,75.30,28.85,0,100,0,1,0,0,ImpulseDown,2,Yükseliş Başlangıcı,2025-09-15 00:00,2.25,ImpulseUp,5,Başlangıç,2025-12-15 04:00,2.53,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 13:15,39,-,0,AL,50,2025-12-03 11:30,84,-,0,AL,50,2025-12-11 04:00,11,-,0,AL,50,2025-12-12 00:00,2,0,0,0,0,0,2.58,3.24,13.23,50.78,81573028,6.1914897,0.61,"ATR Oranı düşük (7.46%) | Gelişmiş Bull Flag | ATR STOP: 2.58, TP: 3.24 | 1H:%13.23 | 1A:%50.78",8,11.34,1,0,1,0,0,-75.30,-28.85,54401065.00,0,-41.31,1972786190.72,87885804.29,True,-0.04,-0.04,False,0.00,3.00,1.00,False,0.07,0.22,2085610348.17,AKD nötr/negatif,3.93,94.59,22.45,-0.04,30.00,-11.31
